State           Win Chance      Roll 2          Roll 3          Roll 4          Roll 5          Roll 6          Roll 7          Roll 8          Roll 9          Roll 10         Roll 11         Roll 12        
001110001001    0.00874         None            None            [4]             [1, 4]          None            None            [8]             [9]             [10]            [1, 10]         [4, 8]         
001110001010    0.00853         [2]             None            [4]             None            [2, 4]          None            [8]             [9]             [10]            [2, 9]          [4, 8]         
001110001011    0.01380         [2]             [1, 2]          [4]             [1, 4]          [2, 4]          None            [8]             [9]             [10]            [1, 10]         [2, 10]        
001110001100    0.00795         None            [3]             [4]             None            None            [3, 4]          [8]             [9]             [10]            [3, 8]          [3, 9]         
001110001101    0.01346         None            [3]             [4]             [1, 4]          None            [3, 4]          [8]             [9]             [10]            [1, 10]         [3, 9]         
001110001110    0.01345         [2]             [3]             [4]             [2, 3]          [2, 4]          [3, 4]          [8]             [9]             [10]            [2, 9]          [2, 10]        
001110001111    0.01687         [2]             [3]             [4]             [2, 3]          [2, 4]          [3, 4]          [8]             [9]             [10]            [1, 10]         [2, 10]        
001110010000    0.00343         None            None            None            [5]             None            None            [8]             [9]             [10]            None            None           
001110010001    0.00923         None            None            None            [5]             [1, 5]          None            [8]             [9]             [10]            [1, 10]         None           
001110010010    0.00951         [2]             None            None            [5]             None            [2, 5]          [8]             [9]             [10]            [2, 9]          [2, 10]        
001110010011    0.01640         [2]             [1, 2]          None            [5]             [1, 5]          [2, 5]          [8]             [9]             [10]            [1, 10]         [2, 10]        
001110010100    0.00533         None            [3]             None            [5]             None            None            [8]             [9]             [10]            [3, 8]          [3, 9]         
001110010101    0.01106         None            [3]             [1, 3]          [5]             [1, 5]          None            [8]             [9]             [10]            [1, 10]         [3, 9]         
001110010110    0.01011         [2]             [3]             None            [5]             None            [2, 5]          [8]             [9]             [10]            [3, 8]          [3, 9]         
001110010111    0.01689         [2]             [3]             [1, 3]          [5]             [1, 5]          [2, 5]          [8]             [9]             [10]            [1, 10]         [3, 9]         
001110011000    0.00383         None            None            [4]             [5]             None            None            [8]             [9]             [10]            None            [4, 8]         
001110011001    0.00847         None            None            [4]             [5]             [1, 5]          None            [8]             [9]             [10]            [1, 10]         [4, 8]         
001110011010    0.00979         [2]             None            [4]             [5]             [2, 4]          [2, 5]          [8]             [9]             [10]            [2, 9]          [4, 8]         
001110011011    0.01668         [2]             [1, 2]          [4]             [5]             [2, 4]          [2, 5]          [8]             [9]             [10]            [1, 10]         [2, 10]        
001110011100    0.00710         None            [3]             [4]             [5]             None            [3, 4]          [8]             [9]             [10]            [3, 8]          [3, 9]         
001110011101    0.01560         None            [3]             [4]             [5]             [1, 5]          [3, 4]          [8]             [9]             [10]            [1, 10]         [3, 9]         
001110011110    0.01494         [2]             [3]             [4]             [5]             [2, 4]          [3, 4]          [8]             [9]             [10]            [2, 9]          [3, 9]         
001110011111    0.02347         [2]             [3]             [4]             [5]             [1, 5]          [3, 4]          [8]             [9]             [10]            [1, 10]         [2, 10]        
001110100000    0.00429         None            None            None            None            [6]             None            [8]             [9]             [10]            None            None           
001110100001    0.01132         None            None            None            None            [6]             [1, 6]          [8]             [9]             [10]            [1, 10]         None           
001110100010    0.00760         [2]             None            None            None            [6]             None            [8]             [9]             [10]            [2, 9]          [2, 10]        
001110100011    0.01437         [2]             [1, 2]          None            None            [6]             [1, 6]          [8]             [9]             [10]            [2, 9]          [2, 10]        
001110100100    0.00569         None            [3]             None            None            [6]             None            [8]             [9]             [10]            [3, 8]          [3, 9]         
001110100101    0.01189         None            [3]             [1, 3]          None            [6]             [1, 6]          [8]             [9]             [10]            [3, 8]          [3, 9]         
001110100110    0.00896         [2]             [3]             None            [2, 3]          [6]             None            [8]             [9]             [10]            [3, 8]          [2, 10]        
001110100111    0.01695         [2]             [3]             [1, 3]          [2, 3]          [6]             [1, 6]          [8]             [9]             [10]            [1, 10]         [2, 10]        
001110101000    0.00393         None            None            [4]             None            [6]             None            [8]             [9]             [10]            None            [4, 8]         
001110101001    0.01063         None            None            [4]             [1, 4]          [6]             [1, 6]          [8]             [9]             [10]            [1, 10]         [4, 8]         
001110101010    0.00683         [2]             None            [4]             None            [6]             None            [8]             [9]             [10]            [2, 9]          [4, 8]         
001110101011    0.01650         [2]             [1, 2]          [4]             [1, 4]          [6]             [1, 6]          [8]             [9]             [10]            [2, 9]          [2, 10]        
001110101100    0.00773         None            [3]             [4]             None            [6]             [3, 4]          [8]             [9]             [10]            [3, 8]          [3, 9]         
001110101101    0.01616         None            [3]             [4]             [1, 4]          [6]             [3, 4]          [8]             [9]             [10]            [1, 10]         [3, 9]         
001110101110    0.01417         [2]             [3]             [4]             [2, 3]          [6]             [3, 4]          [8]             [9]             [10]            [2, 9]          [2, 10]        
001110101111    0.02259         [2]             [3]             [4]             [2, 3]          [6]             [3, 4]          [8]             [9]             [10]            [1, 10]         [2, 10]        
001110110000    0.00410         None            None            None            [5]             [6]             None            [8]             [9]             [10]            [5, 6]          None           
001110110001    0.00923         None            None            None            [5]             [6]             [1, 6]          [8]             [9]             [10]            [5, 6]          None           
001110110010    0.00925         [2]             None            None            [5]             [6]             [2, 5]          [8]             [9]             [10]            [5, 6]          [2, 10]        
001110110011    0.01733         [2]             [1, 2]          None            [5]             [6]             [2, 5]          [8]             [9]             [10]            [1, 10]         [2, 10]        
001110110100    0.00575         None            [3]             None            [5]             [6]             None            [8]             [9]             [10]            [5, 6]          [3, 9]         
001110110101    0.01354         None            [3]             [1, 3]          [5]             [6]             [1, 6]          [8]             [9]             [10]            [1, 10]         [3, 9]         
001110110110    0.01204         [2]             [3]             None            [5]             [6]             [2, 5]          [8]             [9]             [10]            [3, 8]          [3, 9]         
001110110111    0.02132         [2]             [3]             [1, 3]          [5]             [6]             [2, 5]          [8]             [9]             [10]            [1, 10]         [2, 10]        
001110111000    0.00463         None            None            [4]             [5]             [6]             None            [8]             [9]             [10]            [5, 6]          [4, 8]         
001110111001    0.01085         None            None            [4]             [5]             [6]             [1, 6]          [8]             [9]             [10]            [1, 10]         [4, 8]         
001110111010    0.01066         [2]             None            [4]             [5]             [6]             [2, 5]          [8]             [9]             [10]            [2, 9]          [4, 8]         
001110111011    0.01993         [2]             [1, 2]          [4]             [5]             [6]             [2, 5]          [8]             [9]             [10]            [1, 10]         [2, 10]        
001110111100    0.00939         None            [3]             [4]             [5]             [6]             [3, 4]          [8]             [9]             [10]            [5, 6]          [3, 9]         
001110111101    0.01835         None            [3]             [4]             [5]             [6]             [3, 4]          [8]             [9]             [10]            [1, 10]         [3, 9]         
001110111110    0.01767         [2]             [3]             [4]             [5]             [6]             [3, 4]          [8]             [9]             [10]            [2, 9]          [2, 10]        
001110111111    0.02814         [2]             [3]             [4]             [5]             [6]             [3, 4]          [8]             [9]             [10]            [1, 10]         [2, 10]        
001111000000    0.00514         None            None            None            None            None            [7]             [8]             [9]             [10]            None            None           
001111000001    0.00956         None            None            None            None            None            [7]             [8]             [9]             [10]            [1, 10]         None           
001111000010    0.00826         [2]             None            None            None            None            [7]             [8]             [9]             [10]            [2, 9]          [2, 10]        
001111000011    0.01080         [2]             [1, 2]          None            None            None            [7]             [8]             [9]             [10]            [1, 10]         [2, 10]        
001111000100    0.00606         None            [3]             None            None            None            [7]             [8]             [9]             [10]            [3, 8]          [3, 9]         
001111000101    0.00992         None            [3]             [1, 3]          None            None            [7]             [8]             [9]             [10]            [1, 10]         [3, 9]         
001111000110    0.00907         [2]             [3]             None            [2, 3]          None            [7]             [8]             [9]             [10]            [3, 8]          [2, 10]        
001111000111    0.01378         [2]             [3]             [1, 3]          [2, 3]          None            [7]             [8]             [9]             [10]            [1, 10]         [2, 10]        
001111001000    0.00489         None            None            [4]             None            None            [7]             [8]             [9]             [10]            [4, 7]          [4, 8]         
001111001001    0.00974         None            None            [4]             [1, 4]          None            [7]             [8]             [9]             [10]            [1, 10]         [4, 8]         
001111001010    0.00917         [2]             None            [4]             None            [2, 4]          [7]             [8]             [9]             [10]            [2, 9]          [2, 10]        
001111001011    0.01704         [2]             [1, 2]          [4]             [1, 4]          [2, 4]          [7]             [8]             [9]             [10]            [1, 10]         [2, 10]        
001111001100    0.00625         None            [3]             [4]             None            None            [7]             [8]             [9]             [10]            [4, 7]          [3, 9]         
001111001101    0.01239         None            [3]             [4]             [1, 4]          None            [7]             [8]             [9]             [10]            [1, 10]         [3, 9]         
001111001110    0.01297         [2]             [3]             [4]             [2, 3]          [2, 4]          [7]             [8]             [9]             [10]            [3, 8]          [2, 10]        
001111001111    0.01996         [2]             [3]             [4]             [2, 3]          [2, 4]          [7]             [8]             [9]             [10]            [1, 10]         [2, 10]        
001111010000    0.00372         None            None            None            [5]             None            [7]             [8]             [9]             [10]            None            [5, 7]         
001111010001    0.01012         None            None            None            [5]             [1, 5]          [7]             [8]             [9]             [10]            [1, 10]         [5, 7]         
001111010010    0.00750         [2]             None            None            [5]             None            [7]             [8]             [9]             [10]            [2, 9]          [5, 7]         
001111010011    0.01572         [2]             [1, 2]          None            [5]             [1, 5]          [7]             [8]             [9]             [10]            [1, 10]         [2, 10]        
001111010100    0.00581         None            [3]             None            [5]             None            [7]             [8]             [9]             [10]            [3, 8]          [3, 9]         
001111010101    0.01338         None            [3]             [1, 3]          [5]             [1, 5]          [7]             [8]             [9]             [10]            [1, 10]         [3, 9]         
001111010110    0.00971         [2]             [3]             None            [5]             None            [7]             [8]             [9]             [10]            [3, 8]          [2, 10]        
001111010111    0.01892         [2]             [3]             [1, 3]          [5]             [1, 5]          [7]             [8]             [9]             [10]            [1, 10]         [2, 10]        
001111011000    0.00471         None            None            [4]             [5]             None            [7]             [8]             [9]             [10]            [4, 7]          [4, 8]         
001111011001    0.01122         None            None            [4]             [5]             [1, 5]          [7]             [8]             [9]             [10]            [1, 10]         [4, 8]         
001111011010    0.01023         [2]             None            [4]             [5]             [2, 4]          [7]             [8]             [9]             [10]            [2, 9]          [2, 10]        
001111011011    0.01943         [2]             [1, 2]          [4]             [5]             [2, 4]          [7]             [8]             [9]             [10]            [1, 10]         [2, 10]        
001111011100    0.00756         None            [3]             [4]             [5]             None            [7]             [8]             [9]             [10]            [3, 8]          [3, 9]         
001111011101    0.01638         None            [3]             [4]             [5]             [1, 5]          [7]             [8]             [9]             [10]            [1, 10]         [3, 9]         
001111011110    0.01545         [2]             [3]             [4]             [5]             [2, 4]          [7]             [8]             [9]             [10]            [2, 9]          [3, 9]         
001111011111    0.02583         [2]             [3]             [4]             [5]             [2, 4]          [7]             [8]             [9]             [10]            [1, 10]         [2, 10]        
001111100000    0.00357         None            None            None            None            [6]             [7]             [8]             [9]             [10]            None            None           
001111100001    0.00878         None            None            None            None            [6]             [7]             [8]             [9]             [10]            [1, 10]         None           
001111100010    0.00762         [2]             None            None            None            [6]             [7]             [8]             [9]             [10]            [2, 9]          [2, 10]        
001111100011    0.01302         [2]             [1, 2]          None            None            [6]             [7]             [8]             [9]             [10]            [1, 10]         [2, 10]        
001111100100    0.00583         None            [3]             None            None            [6]             [7]             [8]             [9]             [10]            [3, 8]          [3, 9]         
001111100101    0.01175         None            [3]             [1, 3]          None            [6]             [7]             [8]             [9]             [10]            [1, 10]         [3, 9]         
001111100110    0.01065         [2]             [3]             None            [2, 3]          [6]             [7]             [8]             [9]             [10]            [3, 8]          [2, 10]        
001111100111    0.01855         [2]             [3]             [1, 3]          [2, 3]          [6]             [7]             [8]             [9]             [10]            [1, 10]         [2, 10]        
001111101000    0.00476         None            None            [4]             None            [6]             [7]             [8]             [9]             [10]            [4, 7]          [4, 8]         
001111101001    0.01117         None            None            [4]             [1, 4]          [6]             [7]             [8]             [9]             [10]            [1, 10]         [4, 8]         
001111101010    0.00884         [2]             None            [4]             None            [6]             [7]             [8]             [9]             [10]            [2, 9]          [2, 10]        
001111101011    0.01863         [2]             [1, 2]          [4]             [1, 4]          [6]             [7]             [8]             [9]             [10]            [1, 10]         [2, 10]        
001111101100    0.00750         None            [3]             [4]             None            [6]             [7]             [8]             [9]             [10]            [4, 7]          [3, 9]         
001111101101    0.01607         None            [3]             [4]             [1, 4]          [6]             [7]             [8]             [9]             [10]            [1, 10]         [3, 9]         
001111101110    0.01494         [2]             [3]             [4]             [2, 3]          [6]             [7]             [8]             [9]             [10]            [2, 9]          [2, 10]        
001111101111    0.02495         [2]             [3]             [4]             [2, 3]          [6]             [7]             [8]             [9]             [10]            [1, 10]         [2, 10]        
001111110000    0.00441         None            None            None            [5]             [6]             [7]             [8]             [9]             [10]            [5, 6]          [5, 7]         
001111110001    0.01013         None            None            None            [5]             [6]             [7]             [8]             [9]             [10]            [1, 10]         [5, 7]         
001111110010    0.00910         [2]             None            None            [5]             [6]             [7]             [8]             [9]             [10]            [5, 6]          [2, 10]        
001111110011    0.01710         [2]             [1, 2]          None            [5]             [6]             [7]             [8]             [9]             [10]            [1, 10]         [2, 10]        
001111110100    0.00714         None            [3]             None            [5]             [6]             [7]             [8]             [9]             [10]            [5, 6]          [3, 9]         
001111110101    0.01557         None            [3]             [1, 3]          [5]             [6]             [7]             [8]             [9]             [10]            [1, 10]         [3, 9]         
001111110110    0.01311         [2]             [3]             None            [5]             [6]             [7]             [8]             [9]             [10]            [2, 9]          [2, 10]        
001111110111    0.02372         [2]             [3]             [1, 3]          [5]             [6]             [7]             [8]             [9]             [10]            [1, 10]         [2, 10]        
001111111000    0.00591         None            None            [4]             [5]             [6]             [7]             [8]             [9]             [10]            [5, 6]          [4, 8]         
001111111001    0.01305         None            None            [4]             [5]             [6]             [7]             [8]             [9]             [10]            [1, 10]         [4, 8]         
001111111010    0.01217         [2]             None            [4]             [5]             [6]             [7]             [8]             [9]             [10]            [2, 9]          [2, 10]        
001111111011    0.02281         [2]             [1, 2]          [4]             [5]             [6]             [7]             [8]             [9]             [10]            [1, 10]         [2, 10]        
001111111100    0.01039         None            [3]             [4]             [5]             [6]             [7]             [8]             [9]             [10]            [5, 6]          [3, 9]         
001111111101    0.02057         None            [3]             [4]             [5]             [6]             [7]             [8]             [9]             [10]            [1, 10]         [3, 9]         
001111111110    0.01959         [2]             [3]             [4]             [5]             [6]             [7]             [8]             [9]             [10]            [2, 9]          [2, 10]        
001111111111    0.03176         [2]             [3]             [4]             [5]             [6]             [7]             [8]             [9]             [10]            [1, 10]         [2, 10]        
010000000000    0.05556         None            None            None            None            None            None            None            None            None            [11]            None           
010000000001    0.02778         None            None            None            None            None            None            None            None            None            [11]            [1, 11]        
010000000010    0.00309         [2]             None            None            None            None            None            None            None            None            [11]            None           
010000000011    0.00772         [2]             [1, 2]          None            None            None            None            None            None            None            [11]            [1, 11]        
010000000100    0.00617         None            [3]             None            None            None            None            None            None            None            [11]            None           
010000000101    0.01235         None            [3]             [1, 3]          None            None            None            None            None            None            [11]            [1, 11]        
010000000110    0.01286         [2]             [3]             None            [2, 3]          None            None            None            None            None            [11]            None           
010000000111    0.00772         [2]             [3]             [1, 3]          [2, 3]          None            None            None            None            None            [11]            [1, 11]        
010000001000    0.00926         None            None            [4]             None            None            None            None            None            None            [11]            None           
010000001001    0.01698         None            None            [4]             [1, 4]          None            None            None            None            None            [11]            [1, 11]        
010000001010    0.01620         [2]             None            [4]             None            [2, 4]          None            None            None            None            [11]            None           
010000001011    0.01067         [2]             [1, 2]          [4]             [1, 4]          [2, 4]          None            None            None            None            [11]            [1, 11]        
010000001100    0.02006         None            [3]             [4]             None            None            [3, 4]          None            None            None            [11]            None           
010000001101    0.01325         None            [3]             [4]             [1, 4]          None            [3, 4]          None            None            None            [11]            [1, 11]        
010000001110    0.00737         [2]             [3]             [4]             [2, 3]          [2, 4]          [3, 4]          None            None            None            [11]            None           
010000001111    0.01204         [2]             [1, 2]          [1, 3]          [2, 3]          [2, 4]          [3, 4]          None            None            None            [11]            [1, 11]        
010000010000    0.01235         None            None            None            [5]             None            None            None            None            None            [11]            None           
010000010001    0.02160         None            None            None            [5]             [1, 5]          None            None            None            None            [11]            [1, 11]        
010000010010    0.01955         [2]             None            None            [5]             None            [2, 5]          None            None            None            [11]            None           
010000010011    0.01312         [2]             [1, 2]          None            [5]             [1, 5]          [2, 5]          None            None            None            [11]            [1, 11]        
010000010100    0.01749         None            [3]             None            [5]             None            None            [3, 5]          None            None            [11]            None           
010000010101    0.01440         None            [3]             [1, 3]          [5]             [1, 5]          None            [3, 5]          None            None            [11]            [1, 11]        
010000010110    0.00666         [2]             [3]             None            [5]             None            [2, 5]          [3, 5]          None            None            [11]            None           
010000010111    0.01568         [2]             [1, 2]          [1, 3]          [2, 3]          [1, 5]          [2, 5]          [3, 5]          None            None            [11]            [1, 11]        
010000011000    0.01543         None            None            [4]             [5]             None            None            None            [4, 5]          None            [11]            None           
010000011001    0.01363         None            None            [4]             [5]             [1, 5]          None            None            [4, 5]          None            [11]            [1, 11]        
010000011010    0.01115         [2]             None            [4]             [5]             [2, 4]          [2, 5]          None            [4, 5]          None            [11]            None           
010000011011    0.01713         [2]             [1, 2]          [4]             [1, 4]          [2, 4]          [2, 5]          None            [4, 5]          None            [11]            [1, 11]        
010000011100    0.01277         None            [3]             [4]             [5]             None            [3, 4]          [3, 5]          [4, 5]          None            [11]            None           
010000011101    0.02186         None            [3]             [1, 3]          [1, 4]          [1, 5]          [3, 4]          [3, 5]          [4, 5]          None            [11]            [1, 11]        
010000011110    0.01861         [2]             [3]             [4]             [2, 3]          [2, 4]          [2, 5]          [3, 5]          [4, 5]          None            [11]            None           
010000011111    0.01567         [2]             [3]             [4]             [2, 3]          [2, 4]          [2, 5]          [3, 5]          [4, 5]          None            [11]            [1, 11]        
010000100000    0.01543         None            None            None            None            [6]             None            None            None            None            [11]            None           
010000100001    0.02623         None            None            None            None            [6]             [1, 6]          None            None            None            [11]            [1, 11]        
010000100010    0.01672         [2]             None            None            None            [6]             None            [2, 6]          None            None            [11]            None           
010000100011    0.01247         [2]             [1, 2]          None            None            [6]             [1, 6]          [2, 6]          None            None            [11]            [1, 11]        
010000100100    0.01492         None            [3]             None            None            [6]             None            None            [3, 6]          None            [11]            None           
010000100101    0.01440         None            [3]             [1, 3]          None            [6]             [1, 6]          None            [3, 6]          None            [11]            [1, 11]        
010000100110    0.00903         [2]             [3]             None            [2, 3]          [6]             None            [2, 6]          [3, 6]          None            [11]            None           
010000100111    0.01708         [2]             [1, 2]          [1, 3]          [2, 3]          [6]             [1, 6]          [2, 6]          [3, 6]          None            [11]            [1, 11]        
010000101000    0.01312         None            None            [4]             None            [6]             None            None            None            [4, 6]          [11]            None           
010000101001    0.01633         None            None            [4]             [1, 4]          [6]             [1, 6]          None            None            [4, 6]          [11]            [1, 11]        
010000101010    0.00827         [2]             None            [4]             None            [6]             None            [2, 6]          None            [4, 6]          [11]            None           
010000101011    0.01995         [2]             [1, 2]          [4]             [1, 4]          [2, 4]          [1, 6]          [2, 6]          None            [4, 6]          [11]            [1, 11]        
010000101100    0.01320         None            [3]             [4]             None            [6]             [3, 4]          None            [3, 6]          [4, 6]          [11]            None           
010000101101    0.01936         None            [3]             [4]             [1, 4]          [6]             [3, 4]          None            [3, 6]          [4, 6]          [11]            [1, 11]        
010000101110    0.01984         [2]             [3]             [4]             [2, 3]          [2, 4]          [3, 4]          [2, 6]          [3, 6]          [4, 6]          [11]            None           
010000101111    0.01802         [2]             [3]             [4]             [2, 3]          [2, 4]          [3, 4]          [2, 6]          [3, 6]          [4, 6]          [11]            [1, 11]        
010000110000    0.00823         None            None            None            [5]             [6]             None            None            None            None            [11]            None           
010000110001    0.01350         None            None            None            [5]             [6]             [1, 6]          None            None            None            [11]            [1, 11]        
010000110010    0.01369         [2]             None            None            [5]             [6]             [2, 5]          [2, 6]          None            None            [11]            None           
010000110011    0.01869         [2]             [1, 2]          None            [5]             [1, 5]          [2, 5]          [2, 6]          None            None            [11]            [1, 11]        
010000110100    0.01220         None            [3]             None            [5]             [6]             None            [3, 5]          [3, 6]          None            [11]            None           
010000110101    0.02175         None            [3]             [1, 3]          [5]             [1, 5]          [1, 6]          [3, 5]          [3, 6]          None            [11]            [1, 11]        
010000110110    0.01508         [2]             [3]             None            [5]             [6]             [2, 5]          [2, 6]          [3, 6]          None            [11]            None           
010000110111    0.01785         [2]             [3]             [1, 3]          [5]             [6]             [2, 5]          [2, 6]          [3, 6]          None            [11]            [1, 11]        
010000111000    0.01072         None            None            [4]             [5]             [6]             None            None            [4, 5]          [4, 6]          [11]            None           
010000111001    0.01879         None            None            [4]             [5]             [6]             [1, 6]          None            [4, 5]          [4, 6]          [11]            [1, 11]        
010000111010    0.01731         [2]             None            [4]             [5]             [6]             [2, 5]          [2, 6]          [4, 5]          [4, 6]          [11]            None           
010000111011    0.02020         [2]             [1, 2]          [4]             [5]             [6]             [2, 5]          [2, 6]          [4, 5]          [4, 6]          [11]            [1, 11]        
010000111100    0.01650         None            [3]             [4]             [5]             [6]             [3, 4]          [3, 5]          [3, 6]          [4, 6]          [11]            None           
010000111101    0.02163         None            [3]             [4]             [5]             [6]             [3, 4]          [3, 5]          [4, 5]          [4, 6]          [11]            [1, 11]        
010000111110    0.01778         [2]             [3]             [4]             [5]             [6]             [3, 4]          [2, 6]          [3, 6]          [4, 6]          [11]            None           
010000111111    0.02508         [2]             [3]             [4]             [2, 3]          [2, 4]          [2, 5]          [2, 6]          [3, 6]          [4, 6]          [11]            [1, 11]        
010001000000    0.01852         None            None            None            None            None            [7]             None            None            None            [11]            None           
010001000001    0.02469         None            None            None            None            None            [7]             [1, 7]          None            None            [11]            [1, 11]        
010001000010    0.01389         [2]             None            None            None            None            [7]             None            [2, 7]          None            [11]            None           
010001000011    0.01132         [2]             [1, 2]          None            None            None            [7]             [1, 7]          [2, 7]          None            [11]            [1, 11]        
010001000100    0.01235         None            [3]             None            None            None            [7]             None            None            [3, 7]          [11]            None           
010001000101    0.01337         None            [3]             [1, 3]          None            None            [7]             [1, 7]          None            [3, 7]          [11]            [1, 11]        
010001000110    0.00934         [2]             [3]             None            [2, 3]          None            [7]             None            [2, 7]          [3, 7]          [11]            None           
010001000111    0.01511         [2]             [1, 2]          [1, 3]          [2, 3]          None            [7]             [1, 7]          [2, 7]          [3, 7]          [11]            [1, 11]        
010001001000    0.00772         None            None            [4]             None            None            [7]             None            None            None            [11]            None           
010001001001    0.01389         None            None            [4]             [1, 4]          None            [7]             [1, 7]          None            None            [11]            [1, 11]        
010001001010    0.01157         [2]             None            [4]             None            [2, 4]          [7]             None            [2, 7]          None            [11]            None           
010001001011    0.01899         [2]             [1, 2]          [4]             [1, 4]          [2, 4]          [7]             [1, 7]          [2, 7]          None            [11]            [1, 11]        
010001001100    0.00849         None            [3]             [4]             None            None            [7]             None            None            [3, 7]          [11]            None           
010001001101    0.01765         None            [3]             [4]             [1, 4]          None            [3, 4]          [1, 7]          None            [3, 7]          [11]            [1, 11]        
010001001110    0.01520         [2]             [3]             [4]             [2, 3]          [2, 4]          [3, 4]          None            [2, 7]          [3, 7]          [11]            None           
010001001111    0.01661         [2]             [3]             [4]             [2, 3]          [2, 4]          [7]             [1, 7]          [2, 7]          [3, 7]          [11]            [1, 11]        
010001010000    0.00926         None            None            None            [5]             None            [7]             None            None            None            [11]            [5, 7]         
010001010001    0.01672         None            None            None            [5]             [1, 5]          [7]             [1, 7]          None            None            [11]            [1, 11]        
010001010010    0.00969         [2]             None            None            [5]             None            [7]             None            [2, 7]          None            [11]            [5, 7]         
010001010011    0.01995         [2]             [1, 2]          None            [5]             [1, 5]          [2, 5]          [1, 7]          [2, 7]          None            [11]            [1, 11]        
010001010100    0.01269         None            [3]             None            [5]             None            [7]             [3, 5]          None            [3, 7]          [11]            [5, 7]         
010001010101    0.01843         None            [3]             [1, 3]          [5]             [1, 5]          [7]             [3, 5]          None            [3, 7]          [11]            [1, 11]        
010001010110    0.01432         [2]             [3]             None            [5]             None            [2, 5]          [3, 5]          [2, 7]          [3, 7]          [11]            [5, 7]         
010001010111    0.01758         [2]             [3]             [1, 3]          [2, 3]          [1, 5]          [7]             [3, 5]          [2, 7]          [3, 7]          [11]            [1, 11]        
010001011000    0.01003         None            None            [4]             [5]             None            [7]             None            [4, 5]          None            [11]            [5, 7]         
010001011001    0.01711         None            None            [4]             [5]             [1, 5]          [7]             [1, 7]          [4, 5]          None            [11]            [1, 11]        
010001011010    0.01130         [2]             None            [4]             [5]             [2, 4]          [7]             None            [2, 7]          None            [11]            [5, 7]         
010001011011    0.01816         [2]             [1, 2]          [4]             [5]             [2, 4]          [7]             [1, 7]          [2, 7]          None            [11]            [1, 11]        
010001011100    0.01315         None            [3]             [4]             [5]             None            [7]             [3, 5]          [4, 5]          [3, 7]          [11]            [5, 7]         
010001011101    0.01947         None            [3]             [4]             [5]             [1, 5]          [7]             [3, 5]          [4, 5]          [3, 7]          [11]            [1, 11]        
010001011110    0.01722         [2]             [3]             [4]             [5]             [2, 4]          [7]             [3, 5]          [2, 7]          [3, 7]          [11]            [5, 7]         
010001011111    0.02423         [2]             [3]             [4]             [2, 3]          [2, 4]          [3, 4]          [3, 5]          [2, 7]          [3, 7]          [11]            [1, 11]        
010001100000    0.00772         None            None            None            None            [6]             [7]             None            None            None            [11]            None           
010001100001    0.01492         None            None            None            None            [6]             [7]             [1, 7]          None            None            [11]            [1, 11]        
